ds,y
2020-03-11,1
2020-03-12,0
2020-03-13,4
2020-03-14,0
2020-03-15,1
2020-03-16,12
2020-03-17,29
2020-03-18,51
2020-03-19,94
2020-03-20,167
2020-03-21,311
2020-03-22,566
2020-03-23,293
2020-03-24,343
2020-03-25,561
2020-03-26,1196
2020-03-27,2069
2020-03-28,1704
2020-03-29,1815
2020-03-30,1610
2020-03-31,2704
2020-04-01,2148
2020-04-02,2456
2020-04-03,2786
2020-04-04,3013
2020-04-05,3135
2020-04-06,3148
2020-04-07,3892
2020-04-08,4117
2020-04-09,4056
2020-04-10,4747
2020-04-11,5138
2020-04-12,4789
2020-04-13,4093
2020-04-14,4062
2020-04-15,4281
2020-04-16,4801
2020-04-17,4353
2020-04-18,3783
2020-04-19,3977
2020-04-20,4674
2020-04-21,4611
2020-04-22,3083
2020-04-23,3116
2020-04-24,3122
2020-04-25,2861
2020-04-26,2357
2020-04-27,2131
2020-04-28,2392
2020-04-29,2936
2020-04-30,2615
2020-05-01,2188
2020-05-02,1983
2020-05-03,1670
2020-05-04,1614
2020-05-05,1832
2020-05-06,2253
2020-05-07,1977
2020-05-08,1848
2020-05-09,1546
2020-05-10,1542
2020-05-11,1114
2020-05-12,1704
2020-05-13,1639
2020-05-14,1635
2020-05-15,1708
2020-05-16,1610
2020-05-17,1368
2020-05-18,1158
2020-05-19,1022
2020-05-20,972
2020-05-21,961
2020-05-22,952
2020-05-23,1186
2020-05-24,1141
2020-05-25,987
2020-05-26,948
2020-05-27,1035
2020-05-28,1182
2020-05-29,1141
2020-05-30,983
2020-05-31,839
2020-06-01,827
2020-06-02,786
2020-06-03,867
2020-06-04,988
2020-06-05,930
2020-06-06,878
2020-06-07,914
2020-06-08,989
2020-06-09,993
2020-06-10,922
2020-06-11,987
2020-06-12,1195
2020-06-13,1459
2020-06-14,1562
2020-06-15,1592
2020-06-16,1467
2020-06-17,1429
2020-06-18,1304
2020-06-19,1214
2020-06-20,1248
2020-06-21,1192
2020-06-22,1212
2020-06-23,1268
2020-06-24,1492
2020-06-25,1458
2020-06-26,1396
2020-06-27,1372
2020-06-28,1356
2020-06-29,1374
2020-06-30,1293
2020-07-01,1192
2020-07-02,1186
2020-07-03,1172
2020-07-04,1154
2020-07-05,1148
2020-07-06,1086
2020-07-07,1053
2020-07-08,1041
2020-07-09,1024
2020-07-10,1003
2020-07-11,1016
2020-07-12,1012
2020-07-13,1008
2020-07-14,992
2020-07-15,947
2020-07-16,933
2020-07-17,926
2020-07-18,918
2020-07-19,924
2020-07-20,931
2020-07-21,928
2020-07-22,902
2020-07-23,913
2020-07-24,937
2020-07-25,921
2020-07-26,927
2020-07-27,919
2020-07-28,963
2020-07-29,942
2020-07-30,967
2020-07-31,982
2020-08-01,996
2020-08-02,987
2020-08-03,995
2020-08-04,1083
2020-08-05,1178
2020-08-06,1153
2020-08-07,1185
2020-08-08,1172
2020-08-09,1182
2020-08-10,1193
2020-08-11,1183
2020-08-12,1212
2020-08-13,1243
2020-08-14,1226
2020-08-15,1256
2020-08-16,1192
2020-08-17,1233
2020-08-18,1263
2020-08-19,1303
2020-08-20,1412
2020-08-21,1203
2020-08-22,1309
2020-08-23,1217
2020-08-24,1443
2020-08-25,1502
2020-08-26,1313
2020-08-27,1491
2020-08-28,1517
2020-08-29,1549
2020-08-30,1482
2020-08-31,1587
2020-09-01,1572
2020-09-02,1596
2020-09-03,1642
2020-09-04,1612
2020-09-05,1673
2020-09-06,1578
2020-09-07,1703
2020-09-08,1761
2020-09-09,1673
2020-09-10,1512
2020-09-11,1671
2020-09-12,1509
2020-09-13,1527
2020-09-14,1716
2020-09-15,1742
2020-09-16,1771
2020-09-17,1648
2020-09-18,1771
2020-09-19,1538
2020-09-20,1519
2020-09-21,1743
2020-09-22,1692
2020-09-23,1767
2020-09-24,1721
2020-09-25,1665
2020-09-26,1511
2020-09-27,1467
2020-09-28,1412
2020-09-29,1427
2020-09-30,1391
2020-10-01,1407
2020-10-02,1442
2020-10-03,1502
2020-10-04,1429
2020-10-05,1603
2020-10-06,1511
2020-10-07,1581
2020-10-08,1615
2020-10-09,1629
2020-10-10,1649
2020-10-11,1502
2020-10-12,1614
2020-10-13,1632
2020-10-14,1671
2020-10-15,1693
2020-10-16,1812
2020-10-17,1723
2020-10-18,1815
2020-10-19,2026
2020-10-20,1894
2020-10-21,2013
2020-10-22,2102
2020-10-23,2165
2020-10-24,2091
2020-10-25,2017
2020-10-26,2198
2020-10-27,2209
2020-10-28,2305
2020-10-29,2319
2020-10-30,2322
2020-10-31,2213
2020-11-01,2106
2020-11-02,2302
2020-11-03,2343
2020-11-04,2391
2020-11-05,2311
2020-11-06,2436
2020-11-07,2483
2020-11-08,2516
2020-11-09,2576
2020-11-10,2529
2020-11-11,2693
2020-11-12,2841
2020-11-13,3045
2020-11-14,3116
2020-11-15,3223
2020-11-16,3316
2020-11-17,3819
2020-11-18,4215
2020-11-19,4542
2020-11-20,5103
2020-11-21,5532
2020-11-22,6017
2020-11-23,6713
2020-11-24,7381
2020-11-25,6814
2020-11-26,36008
2020-11-27,44506
2020-11-28,30103
2020-11-29,29281
2020-11-30,31219
2020-12-01,30110
2020-12-02,31923
2020-12-03,32381
2020-12-04,32736
2020-12-05,31896
2020-12-06,30402
2020-12-07,32137
2020-12-08,33198
2020-12-09,31712
2020-12-11,32106
2020-12-12,29136
2020-12-13,26919
2020-12-14,29617
2020-12-15,32102
2020-12-16,29718
2020-12-17,27515
2020-12-18,26410
2020-12-19,22195
2020-12-20,20316
2020-12-21,19103
2020-12-22,19256
2020-12-23,19650
2020-12-24,18102
2020-12-25,17543
2020-12-26,15118
2020-12-27,14205
2020-12-28,15197
2020-12-29,15805
2020-12-30,15692
2020-12-31,14380
2021-01-01,12203
2021-01-02,11180
2021-01-03,9877
2021-01-04,13695
2021-01-05,14494
2021-01-06,13830
2021-01-07,12171
2021-01-08,11479
2021-01-09,9537
2021-01-10,9138
2021-01-11,10220
2021-01-12,9809
2021-01-13,9554
2021-01-14,8962
2021-01-15,8314
2021-01-16,7550
2021-01-17,6436
2021-01-18,5862
2021-01-19,6818
2021-01-20,6435
2021-01-21,6289
2021-01-22,5967
2021-01-23,5856
2021-01-24,5277
2021-01-25,5642
2021-01-26,7103
2021-01-27,7489
2021-01-28,7279
2021-01-29,6912
2021-01-30,6871
2021-01-31,6562
2021-02-01,7719
2021-02-02,7795
2021-02-03,8102
2021-02-04,7909
2021-02-05,7901
2021-02-06,7897
2021-02-07,6670
2021-02-08,8103
2021-02-09,8636
2021-02-10,8642
2021-02-11,7590
2021-02-12,7763
2021-02-13,7706
2021-02-14,6287
2021-02-15,7945
